Movies watched: 13
Movie start: 0, end: 1, category: 2
Movie start: 1, end: 2, category: 2
Movie start: 2, end: 3, category: 8
Movie start: 3, end: 6, category: 20
Movie start: 6, end: 7, category: 10
Movie start: 7, end: 9, category: 5
Movie start: 9, end: 10, category: 19
Movie start: 10, end: 11, category: 6
Movie start: 11, end: 14, category: 20
Movie start: 14, end: 17, category: 9
Movie start: 17, end: 19, category: 15
Movie start: 19, end: 23, category: 18
Movie start: 23, end: 26, category: 4
Time elapsed during the aleatory algorithm: 3948 microseconds
