Movies watched: 16
Movie start: 0, end: 1, category: 9
Movie start: 14, end: 17, category: 15
Movie start: 10, end: 12, category: 14
Movie start: 18, end: 22, category: 19
Movie start: 1, end: 2, category: 14
Movie start: 6, end: 8, category: 15
Movie start: 23, end: 26, category: 1
Movie start: 2, end: 4, category: 15
Movie start: 4, end: 5, category: 17
Movie start: 5, end: 6, category: 9
Movie start: 8, end: 9, category: 9
Movie start: 9, end: 10, category: 19
Movie start: 12, end: 13, category: 20
Movie start: 13, end: 14, category: 19
Movie start: 17, end: 18, category: 5
Movie start: 22, end: 23, category: 16
Time elapsed during the aleatory algorithm: 521 microseconds
