Movies watched: 12
Movie start: 0, end: 3, category: 9
Movie start: 3, end: 5, category: 8
Movie start: 5, end: 7, category: 5
Movie start: 7, end: 10, category: 1
Movie start: 10, end: 12, category: 7
Movie start: 14, end: 15, category: 7
Movie start: 15, end: 17, category: 8
Movie start: 17, end: 18, category: 5
Movie start: 18, end: 21, category: 6
Movie start: 21, end: 22, category: 8
Movie start: 22, end: 23, category: 10
Movie start: 23, end: 26, category: 8
Time elapsed during the aleatory algorithm: 77 microseconds
