Movies watched: 12
Movie start: 0, end: 3, category: 9
Movie start: 3, end: 5, category: 8
Movie start: 5, end: 7, category: 5
Movie start: 7, end: 10, category: 6
Movie start: 10, end: 12, category: 7
Movie start: 12, end: 15, category: 6
Movie start: 15, end: 17, category: 8
Movie start: 17, end: 18, category: 5
Movie start: 18, end: 20, category: 1
Movie start: 20, end: 22, category: 2
Movie start: 22, end: 23, category: 10
Movie start: 23, end: 24, category: 2
Time elapsed during the greedy algorithm: 9 microseconds
